,Compound_Score,Date,Followers,Negative_Score,Neutral_Score,Positive_Score,Screen_Name,Tweet_Text
381,0.7906,Fri Feb 02 20:01:18 +0000 2018,17094741,0.0,0.562,0.438,Fox News,RT @FoxBusiness: Americans' big spending for Super Bowl Sunday festivities https://t.co/3OKUHPHBSM
382,0.4767,Fri Feb 02 19:49:03 +0000 2018,17094741,0.0,0.744,0.256,Fox News,House Intelligence Committee releases GOP surveillance #memo. #MemoDay https://t.co/jT5YHRsYjz https://t.co/vxx4MJs6rZ
383,0.0,Fri Feb 02 19:39:27 +0000 2018,17094741,0.0,1.0,0.0,Fox News,"Moments ago, actor @RealJamesWoods did not hold back in his reaction to the Nunes memo. https://t.co/5v5qfh17vS… https://t.co/kK1wFlLnIS"
384,0.0,Fri Feb 02 19:38:38 +0000 2018,17094741,0.0,1.0,0.0,Fox News,RT @FoxBusiness: U.S. markets - from Election Day. https://t.co/CQSMX7OFej
385,0.1027,Fri Feb 02 19:35:48 +0000 2018,17094741,0.0,0.915,0.085,Fox News,FISA Memo: Dossier Author Steele Admitted He Was 'Desperate' for Trump Not to Get Elected https://t.co/db1jeHEJmR
386,0.0,Fri Feb 02 19:31:44 +0000 2018,17094741,0.0,1.0,0.0,Fox News,.@SpeakerRyan statement on #Memo. #MemoDay https://t.co/jT5YHRsYjz https://t.co/bIbyx5Ibo0
387,0.3612,Fri Feb 02 19:30:59 +0000 2018,17094741,0.126,0.659,0.216,Fox News,RT @FoxBusiness: Twinkie maker to give out bonuses after Trump tax cut https://t.co/NiMgV9vkpT
388,0.0,Fri Feb 02 19:30:51 +0000 2018,17094741,0.0,1.0,0.0,Fox News,"RT @FoxBusiness: .@CBedfordDC on the potential impact on the stock market from the FISA memo: ""We shouldn't really watch for any real serio…"
389,0.0,Fri Feb 02 19:29:29 +0000 2018,17094741,0.0,1.0,0.0,Fox News,'A Lot of People Should Be Ashamed': President Trump Reacts to Surveillance Memo #MemoDay https://t.co/jT5YHRsYjz https://t.co/tIo56nN9s7
390,0.0,Fri Feb 02 19:25:52 +0000 2018,17094741,0.0,1.0,0.0,Fox News,What is Nunes' FISA memo? 6 things to know about the secret document https://t.co/e6YLG66ey4
391,-0.34,Fri Feb 02 19:13:52 +0000 2018,17094741,0.124,0.876,0.0,Fox News,House #memo states disputed dossier was key to FBI’s FISA warrant to surveil members of Team Trump https://t.co/DkRQClnFk1
392,0.4019,Fri Feb 02 19:05:02 +0000 2018,17094741,0.0,0.876,0.124,Fox News,".@mattgaetz: ""Dem. Party hired the Perkins law firm. The Perkins law firm hired Fusion GPS. Fusion GPS hired Christ… https://t.co/mAOfItmfom"
393,-0.5574,Fri Feb 02 19:00:41 +0000 2018,17094741,0.167,0.833,0.0,Fox News,"FISA memo: Steele fired as an FBI source for breaking 'cardinal rule' --leaking to the media - via @brookefoxnews
https://t.co/cX0RoVSsvi"
394,0.4019,Fri Feb 02 18:59:56 +0000 2018,17094741,0.0,0.876,0.124,Fox News,".@RepMattGaetz: ""A dossier, paid for the Democratic Party, was used as a basis to spy on American citizens. That do… https://t.co/2MeWAghMOc"
395,-0.296,Fri Feb 02 18:58:02 +0000 2018,17094741,0.109,0.891,0.0,Fox News,".@TomFitton: ""There's no Mueller investigation without the dossier paid for by Clinton and @DNC funds - so the whol… https://t.co/qzqj2F1z7X"
396,0.0,Fri Feb 02 18:55:19 +0000 2018,17094741,0.0,1.0,0.0,Fox News,"Moments ago, James @Comey responded to the release of the #Memo: ""That’s it?"" #MemoDay https://t.co/5v5qfh17vS https://t.co/hFjl9km8h7"
397,0.4019,Fri Feb 02 18:49:49 +0000 2018,17094741,0.0,0.881,0.119,Fox News,"Gaetz: ""The Dem. Party hired the Perkins law firm. The Perkins law firm hired Fusion GPS. Fusion GPS hired Christop… https://t.co/dMu85cvCbb"
398,0.2023,Fri Feb 02 18:47:56 +0000 2018,17094741,0.095,0.773,0.132,Fox News,"Chuck Norris gives roundhouse kick to CBS, Sony, suing for $30 million over 'Walker, Texas Ranger' profits (via… https://t.co/Ijs261cWWd"
399,0.128,Fri Feb 02 18:44:43 +0000 2018,17094741,0.0,0.923,0.077,Fox News,"Florida man was three times over legal drinking limit when he dropped kid off at school, police say https://t.co/hGu5lyUJxS"
400,0.0,Sat Feb 03 03:03:03 +0000 2018,41020384,0.0,1.0,0.0,The New York Times,"The NYT television review of ""Altered Carbon,"" Netflix’s ""Blade Runner"" replicant https://t.co/o1q9i2EOUh"
401,0.0,Sat Feb 03 02:48:05 +0000 2018,41020384,0.0,1.0,0.0,The New York Times,RT @MarkMazzettiNYT: NEW: Releasing the memo mattered less than #releasethememo. How Trump’s Allies Fanned an Ember of Controversy Into Fla…
402,0.7783,Sat Feb 03 02:33:03 +0000 2018,41020384,0.081,0.599,0.32,The New York Times,"Opinion: ""He went from being a devoted and loving father and husband to someone who felt like a ghost in our home"" https://t.co/N1aVJ1W5D3"
403,0.0,Sat Feb 03 02:18:06 +0000 2018,41020384,0.0,1.0,0.0,The New York Times,Evening Briefing: Here's what you need to know at the end of the day https://t.co/JEaVEtF6tq
404,0.0,Sat Feb 03 02:03:03 +0000 2018,41020384,0.0,1.0,0.0,The New York Times,"Dennis Edwards, former Temptations lead singer, dies at 74 https://t.co/zKe45kePqD"
405,-0.1779,Sat Feb 03 01:48:05 +0000 2018,41020384,0.157,0.712,0.132,The New York Times,RT @arappeport: Payday lenders have gone from villains to victors under Trump’s watch. In April they’ll celebrate over golf at Trump Doral.…
406,0.7677,Sat Feb 03 01:33:04 +0000 2018,41020384,0.0,0.796,0.204,The New York Times,"It can regrow its limbs and internal organs, but that may not be the most amazing thing about the axolotl. Turns ou… https://t.co/7XdVtd6rCH"
407,0.0,Sat Feb 03 01:18:04 +0000 2018,41020384,0.0,1.0,0.0,The New York Times,"K. T. McFarland withdraws her nomination to be ambassador to Singapore
https://t.co/LFhSAYgsd8"
408,-0.3818,Sat Feb 03 01:03:02 +0000 2018,41020384,0.12,0.88,0.0,The New York Times,The flu hospitalization rate is the highest that the CDC has ever recorded at this point in the season https://t.co/DxCJ1QA1zJ
409,0.5267,Sat Feb 03 00:48:02 +0000 2018,41020384,0.0,0.855,0.145,The New York Times,RT @nytpolitics: President Trump hinted that senior leaders at the Department of Justice and the F.B.I. should face consequences for conduc…
410,0.0772,Sat Feb 03 00:33:05 +0000 2018,41020384,0.097,0.793,0.11,The New York Times,"Dozens of entrepreneurs, made newly wealthy by virtual currencies, have moved to Puerto Rico to avoid taxes on thei… https://t.co/LvwhivSPaA"
411,0.128,Sat Feb 03 00:18:04 +0000 2018,41020384,0.108,0.762,0.13,The New York Times,"One of nearly 9,000 educators protected under DACA, Karen Reyes, who teaches deaf toddlers, has struggled to explai… https://t.co/RCMCBYePSv"
412,0.0,Sat Feb 03 00:03:05 +0000 2018,41020384,0.0,1.0,0.0,The New York Times,Evening Briefing: Here's what you need to know at the end of the day https://t.co/aKk9AQWU7t
413,0.1779,Fri Feb 02 23:48:05 +0000 2018,41020384,0.118,0.694,0.188,The New York Times,Wells Fargo has been ordered to replace 4 board members and limit its growth after the company’s scandal over fraud… https://t.co/pHw1OAaOUF
414,0.7096,Fri Feb 02 23:33:05 +0000 2018,41020384,0.0,0.688,0.312,The New York Times,"The Best TV shows and movies new to Netflix, Amazon and more in February https://t.co/M74NBd9LX2"
415,0.0,Fri Feb 02 23:18:05 +0000 2018,41020384,0.0,1.0,0.0,The New York Times,Plans by a Norwegian artist for an unusual new building next to the site of Edvard Munch’s studio have stirred a he… https://t.co/9b0tGuprby
416,0.2975,Fri Feb 02 23:08:04 +0000 2018,41020384,0.0,0.901,0.099,The New York Times,"RT @NYTScience: When the anesthetic wore off, it was almost like these plants were regaining consciousness, something we typically don’t th…"
417,0.0,Fri Feb 02 22:56:00 +0000 2018,41020384,0.0,1.0,0.0,The New York Times,"In an email to staff, Wayne Pacelle said that because “our mission depends on unity,” he was stepping aside to allo… https://t.co/7qRFMDl9VT"
418,-0.4019,Fri Feb 02 22:50:16 +0000 2018,41020384,0.226,0.658,0.115,The New York Times,Breaking News: The CEO of the Humane Society of the United States resigned after sexual harassment allegations and… https://t.co/IDKlXlfBGY
419,0.0,Fri Feb 02 22:43:07 +0000 2018,41020384,0.0,1.0,0.0,The New York Times,"The NYT review of Justin Timberlake's new album, ""Man of the Woods"" https://t.co/ikHJeLCwNI"
420,0.0,Sat Feb 03 03:03:03 +0000 2018,41020384,0.0,1.0,0.0,The New York Times,"The NYT television review of ""Altered Carbon,"" Netflix’s ""Blade Runner"" replicant https://t.co/o1q9i2EOUh"
421,0.0,Sat Feb 03 02:48:05 +0000 2018,41020384,0.0,1.0,0.0,The New York Times,RT @MarkMazzettiNYT: NEW: Releasing the memo mattered less than #releasethememo. How Trump’s Allies Fanned an Ember of Controversy Into Fla…
422,0.7783,Sat Feb 03 02:33:03 +0000 2018,41020384,0.081,0.599,0.32,The New York Times,"Opinion: ""He went from being a devoted and loving father and husband to someone who felt like a ghost in our home"" https://t.co/N1aVJ1W5D3"
423,0.0,Sat Feb 03 02:18:06 +0000 2018,41020384,0.0,1.0,0.0,The New York Times,Evening Briefing: Here's what you need to know at the end of the day https://t.co/JEaVEtF6tq
424,0.0,Sat Feb 03 02:03:03 +0000 2018,41020384,0.0,1.0,0.0,The New York Times,"Dennis Edwards, former Temptations lead singer, dies at 74 https://t.co/zKe45kePqD"
425,-0.1779,Sat Feb 03 01:48:05 +0000 2018,41020384,0.157,0.712,0.132,The New York Times,RT @arappeport: Payday lenders have gone from villains to victors under Trump’s watch. In April they’ll celebrate over golf at Trump Doral.…
426,0.7677,Sat Feb 03 01:33:04 +0000 2018,41020384,0.0,0.796,0.204,The New York Times,"It can regrow its limbs and internal organs, but that may not be the most amazing thing about the axolotl. Turns ou… https://t.co/7XdVtd6rCH"
427,0.0,Sat Feb 03 01:18:04 +0000 2018,41020384,0.0,1.0,0.0,The New York Times,"K. T. McFarland withdraws her nomination to be ambassador to Singapore
https://t.co/LFhSAYgsd8"
428,-0.3818,Sat Feb 03 01:03:02 +0000 2018,41020384,0.12,0.88,0.0,The New York Times,The flu hospitalization rate is the highest that the CDC has ever recorded at this point in the season https://t.co/DxCJ1QA1zJ
429,0.5267,Sat Feb 03 00:48:02 +0000 2018,41020384,0.0,0.855,0.145,The New York Times,RT @nytpolitics: President Trump hinted that senior leaders at the Department of Justice and the F.B.I. should face consequences for conduc…
430,0.0772,Sat Feb 03 00:33:05 +0000 2018,41020384,0.097,0.793,0.11,The New York Times,"Dozens of entrepreneurs, made newly wealthy by virtual currencies, have moved to Puerto Rico to avoid taxes on thei… https://t.co/LvwhivSPaA"
431,0.128,Sat Feb 03 00:18:04 +0000 2018,41020384,0.108,0.762,0.13,The New York Times,"One of nearly 9,000 educators protected under DACA, Karen Reyes, who teaches deaf toddlers, has struggled to explai… https://t.co/RCMCBYePSv"
432,0.0,Sat Feb 03 00:03:05 +0000 2018,41020384,0.0,1.0,0.0,The New York Times,Evening Briefing: Here's what you need to know at the end of the day https://t.co/aKk9AQWU7t
433,0.1779,Fri Feb 02 23:48:05 +0000 2018,41020384,0.118,0.694,0.188,The New York Times,Wells Fargo has been ordered to replace 4 board members and limit its growth after the company’s scandal over fraud… https://t.co/pHw1OAaOUF
434,0.7096,Fri Feb 02 23:33:05 +0000 2018,41020384,0.0,0.688,0.312,The New York Times,"The Best TV shows and movies new to Netflix, Amazon and more in February https://t.co/M74NBd9LX2"
435,0.0,Fri Feb 02 23:18:05 +0000 2018,41020384,0.0,1.0,0.0,The New York Times,Plans by a Norwegian artist for an unusual new building next to the site of Edvard Munch’s studio have stirred a he… https://t.co/9b0tGuprby
436,0.2975,Fri Feb 02 23:08:04 +0000 2018,41020384,0.0,0.901,0.099,The New York Times,"RT @NYTScience: When the anesthetic wore off, it was almost like these plants were regaining consciousness, something we typically don’t th…"
437,0.0,Fri Feb 02 22:56:00 +0000 2018,41020384,0.0,1.0,0.0,The New York Times,"In an email to staff, Wayne Pacelle said that because “our mission depends on unity,” he was stepping aside to allo… https://t.co/7qRFMDl9VT"
438,-0.4019,Fri Feb 02 22:50:16 +0000 2018,41020384,0.226,0.658,0.115,The New York Times,Breaking News: The CEO of the Humane Society of the United States resigned after sexual harassment allegations and… https://t.co/IDKlXlfBGY
439,0.0,Fri Feb 02 22:43:07 +0000 2018,41020384,0.0,1.0,0.0,The New York Times,"The NYT review of Justin Timberlake's new album, ""Man of the Woods"" https://t.co/ikHJeLCwNI"
440,0.0,Fri Feb 02 22:35:04 +0000 2018,41020384,0.0,1.0,0.0,The New York Times,"Kenya's government is defying a court order to put 4 private TV stations back on the air, escalating a week of poli… https://t.co/ZbaNVkpdbL"
441,-0.2732,Fri Feb 02 22:31:19 +0000 2018,41020384,0.123,0.877,0.0,The New York Times,@pete_wells Salt Bae opened a steakhouse in New York City. We sent our restaurant critic @pete_wells.… https://t.co/MPjDTqFXmg
442,0.0,Fri Feb 02 22:18:03 +0000 2018,41020384,0.0,1.0,0.0,The New York Times,Our reporters analyzed the previously secret GOP memo on the Russia inquiry. Here are their notes alongside the mem… https://t.co/siCQcABdsg
443,0.7351,Fri Feb 02 22:03:03 +0000 2018,41020384,0.0,0.754,0.246,The New York Times,RT @benshpigel: The Eagles' embrace of data and counterintuitive thinking powered them to the Super Bowl. I visited the analytics firm behi…
444,0.6808,Fri Feb 02 21:51:06 +0000 2018,41020384,0.094,0.639,0.267,The New York Times,"Modern Love: ""I told myself that, despite my own past struggles with fidelity, I would do it better this time"" https://t.co/oUnM3BiIMD"
445,-0.2023,Fri Feb 02 21:35:07 +0000 2018,41020384,0.158,0.714,0.128,The New York Times,"As more predators are being brought to justice, more men in England and Wales are reporting abuse and seeking help… https://t.co/GGSpaKVcoj"
446,-0.2732,Fri Feb 02 21:20:07 +0000 2018,41020384,0.13,0.87,0.0,The New York Times,Salt Bae opened a steakhouse to New York City. We sent our restaurant critic @pete_wells. https://t.co/VQ1VoGD9jO
447,0.0,Fri Feb 02 21:16:36 +0000 2018,41020384,0.0,1.0,0.0,The New York Times,"RT @amyfiscus: NEW: The FBI was a lot more forthcoming about Steele than the Nunes memo says, per the Dem memo https://t.co/EmYyFcHQ0T http…"
448,-0.6808,Fri Feb 02 21:13:03 +0000 2018,41020384,0.248,0.752,0.0,The New York Times,Breaking News: Stocks ended a bad week with a sharp drop today. Investors appear to be skittish about rising intere… https://t.co/RD6CoDXsts
449,0.0,Fri Feb 02 21:05:40 +0000 2018,41020384,0.0,1.0,0.0,The New York Times,"What if your employer made you wear a wristband that tracked your every move, and that even nudged you when it judg… https://t.co/yERq79UXlk"
450,0.0,Fri Feb 02 20:55:00 +0000 2018,41020384,0.0,1.0,0.0,The New York Times,"2. ""Zora Neale Hurston Fieldwork Footage"" (1928): The author and anthropologist's look at ordinary black Southerner… https://t.co/fH92EvgSL7"
451,0.7269,Fri Feb 02 20:47:14 +0000 2018,41020384,0.0,0.681,0.319,The New York Times,"Fettuccine with sausage and fried sage makes an elegant, satisfying 30 minute meal https://t.co/m4Lz70zseM https://t.co/S7lyzy6ZLT"
452,-0.296,Fri Feb 02 20:30:19 +0000 2018,41020384,0.115,0.885,0.0,The New York Times,"Rebekah Martinez was reported missing in November, despite appearing on ""The Bachelor"" and being on social media https://t.co/uJQv5rmhwR"
453,-0.9001,Fri Feb 02 20:15:11 +0000 2018,41020384,0.429,0.571,0.0,The New York Times,The worst flu season in nearly a decade has filled emergency rooms and strained resources at medical centers. “We t… https://t.co/QUNAGTqHQm
454,-0.7964,Fri Feb 02 20:05:03 +0000 2018,41020384,0.253,0.747,0.0,The New York Times,"RT @jdelreal: My latest: The Brock Turner sexual assault case drew national outrage. Now, the effort to recall the judge has revealed sharp…"
455,0.5413,Fri Feb 02 19:55:01 +0000 2018,41020384,0.0,0.757,0.243,The New York Times,These girls want to compete as Jamaica's first Olympic synchronized swimmers. Here's more good news: https://t.co/SBKv9OLdrl
456,0.2023,Fri Feb 02 19:44:52 +0000 2018,41020384,0.0,0.917,0.083,The New York Times,RT @amyfiscus: What's NOT in the memo might be just as important as what is. @charlie_savage is annotating it live: https://t.co/XcmiuzQJ21
457,0.0,Fri Feb 02 19:42:42 +0000 2018,41020384,0.0,1.0,0.0,The New York Times,"The full text of the memo released by House Republicans, annotated https://t.co/aez7u496OC"
458,0.5994,Fri Feb 02 19:40:07 +0000 2018,41020384,0.0,0.849,0.151,The New York Times,"RT @nytimesmusic: When Justin Timberlake was announced as the performer for this year’s Super Bowl halftime show, the memory of one of pop’…"
459,0.7906,Fri Feb 02 19:30:13 +0000 2018,41020384,0.0,0.696,0.304,The New York Times,The Charleston Gazette-Mail won a Pulitzer Prize last year for its dogged coverage of West Virginia's opioid crisis… https://t.co/Vo4wRzC00V
460,0.0,Fri Feb 02 19:23:03 +0000 2018,41020384,0.1,0.8,0.1,The New York Times,The memo released by House Republicans falls short of what some promised: that it would cast doubt on the origins o… https://t.co/zyKN3U0GUl
461,0.3612,Fri Feb 02 19:15:12 +0000 2018,41020384,0.0,0.848,0.152,The New York Times,Alec Baldwin skewers President Trump on SNL. And supports Woody Allen and James Toback. https://t.co/VMNgGI2KXj
462,0.0,Fri Feb 02 19:00:18 +0000 2018,41020384,0.0,1.0,0.0,The New York Times,An Arizona man said he sold 720 rounds of ammunition to the Las Vegas gunman https://t.co/nmsLE0yTQa
463,0.2732,Fri Feb 02 18:50:09 +0000 2018,41020384,0.0,0.905,0.095,The New York Times,"The Met isn’t trying to create a slasher opera. But this director is flooding the theater's stage with over 1,000 g… https://t.co/aeZybVQf2n"
464,-0.4588,Fri Feb 02 18:40:01 +0000 2018,41020384,0.182,0.818,0.0,The New York Times,7 Humane Society board members have resigned in protest of a decision to keep the CEO in the job despite allegation… https://t.co/eaiS33dE1d
465,0.0,Fri Feb 02 18:30:09 +0000 2018,41020384,0.0,1.0,0.0,The New York Times,Carter Page is at the center of the Republicans' newly released memo. @nytmag wrote a profile of him in December. https://t.co/bqV3u94G1b
466,0.7783,Fri Feb 02 18:20:05 +0000 2018,41020384,0.081,0.599,0.32,The New York Times,"Opinion: ""He went from being a devoted and loving father and husband to someone who felt like a ghost in our home"" https://t.co/mdIktGBLLF"
467,0.0,Fri Feb 02 18:06:52 +0000 2018,41020384,0.0,1.0,0.0,The New York Times,Read the full text of the previously secret memo released by House Republicans https://t.co/0tuY7RCto4
468,-0.3182,Fri Feb 02 17:53:08 +0000 2018,41020384,0.142,0.769,0.089,The New York Times,What changes are you seeing in how sexual harassment is being dealt with in your workplace and community? Share you… https://t.co/BMOUfAjBls
469,-0.296,Fri Feb 02 17:42:08 +0000 2018,41020384,0.109,0.891,0.0,The New York Times,"Our film critics, looking at the complex history of black filmmaking in America, chose 28 essential works. Consider… https://t.co/dX1ajrKxqP"
470,0.0,Fri Feb 02 17:36:43 +0000 2018,41020384,0.0,1.0,0.0,The New York Times,"Here's how to experiment with augmented reality now
https://t.co/CNxYxZOwa0"
471,0.1027,Fri Feb 02 17:20:07 +0000 2018,41020384,0.119,0.743,0.139,The New York Times,The memo alleges that senior government officials favored Democrats over Republicans and accuses federal law enforc… https://t.co/VEgZItK9xf
472,-0.5574,Fri Feb 02 17:17:46 +0000 2018,41020384,0.184,0.816,0.0,The New York Times,Breaking News: House Republicans released a secret memo claiming abuses against President Trump in the Russia inqui… https://t.co/Ip4aRiIOLS
473,0.3182,Fri Feb 02 17:08:23 +0000 2018,41020384,0.0,0.905,0.095,The New York Times,"The New York Times is about to expand our journalism so you can experience it in 3 dimensions, just by picking up y… https://t.co/0vKzJUYzGa"
474,-0.7579,Fri Feb 02 17:00:47 +0000 2018,41020384,0.255,0.745,0.0,The New York Times,"RT @NYTHealth: Flu hospitalizations have soared, the C.D.C. reports, and the death rate may surpass the 2014-2015 season when 56,000 people…"
475,0.25,Fri Feb 02 16:53:05 +0000 2018,41020384,0.0,0.895,0.105,The New York Times,"We answer your questions about applying for The Edit, a newsletter created specifically for college students and re… https://t.co/Pq7THOg12Z"
476,0.0,Fri Feb 02 16:38:03 +0000 2018,41020384,0.0,1.0,0.0,The New York Times,You can afford a financial planner for about the price of a bundled cable bill https://t.co/bRPPOG3ywT
477,-0.4588,Fri Feb 02 16:13:04 +0000 2018,41020384,0.136,0.864,0.0,The New York Times,"RT @nytimesworld: The Interpreter: Six scenarios for the future of Afghanistan, and all of them admitting a form of defeat https://t.co/wh8…"
478,-0.1531,Fri Feb 02 16:03:09 +0000 2018,41020384,0.086,0.914,0.0,The New York Times,A father of 2 women who spoke at the sentencing hearing of Larry Nassar lunged at him across a courtroom https://t.co/od7aeIgf5k
479,-0.34,Fri Feb 02 15:44:05 +0000 2018,41020384,0.121,0.809,0.07,The New York Times,"RT @LizAldermanNYT: ""My baby almost died."" How did corporate lapses and lax oversight allow hundreds of babies to get sick in France from s…"
480,0.0,Fri Feb 02 15:30:20 +0000 2018,41020384,0.0,1.0,0.0,The New York Times,Opinion: Don't believe the liberal FBI https://t.co/7dDPM6wA6L
481,-0.6908,Fri Feb 02 15:20:11 +0000 2018,41020384,0.28,0.623,0.097,The New York Times,"A bill in Poland sets prison penalties for using phrases like ""Polish death camps"" to refer to concentration camps… https://t.co/iivhPvXqlt"
482,0.7906,Fri Feb 02 15:10:03 +0000 2018,41020384,0.0,0.75,0.25,The New York Times,"The second line of Canada's anthem will soon become ""True patriot love in all of us command"" rather than ""in all th… https://t.co/RjreK5q3Lu"
483,-0.5267,Fri Feb 02 15:08:54 +0000 2018,41020384,0.173,0.827,0.0,The New York Times,"RT @matthewhaag: “We’d have no C.E.O.s and no executives of American companies if none of them had affairs,” Humane Society board member sa…"
484,0.0,Fri Feb 02 15:00:28 +0000 2018,41020384,0.0,1.0,0.0,The New York Times,Morning Briefing: Here's what you need to know to start your day https://t.co/89lgwl53d1 https://t.co/AGSKJqLiM4
485,0.8316,Fri Feb 02 14:49:04 +0000 2018,41020384,0.0,0.698,0.302,The New York Times,"""For probably, say, five minutes in actual, real time, I thought I was going to be a Super Bowl champion. And then,… https://t.co/nYWf9y4cSw"
486,0.0,Fri Feb 02 14:40:08 +0000 2018,41020384,0.0,1.0,0.0,The New York Times,"The Simpsons predicted the Trump presidency, the discovery of the Higgs boson particle and Disney’s takeover of Fox https://t.co/EK5ocLTOyz"
487,-0.4404,Fri Feb 02 14:31:04 +0000 2018,41020384,0.244,0.756,0.0,The New York Times,"Video: What is a ""bloody nose"" strategy in North Korea? https://t.co/GhSxeXcnoH"
488,0.0,Fri Feb 02 14:16:05 +0000 2018,41020384,0.0,1.0,0.0,The New York Times,"Last month it seemed that Democrats might ride a giant tsunami to control of the House and Senate. Now, some are wo… https://t.co/9e6iUvA3TD"
489,0.0,Fri Feb 02 14:16:01 +0000 2018,41020384,0.0,1.0,0.0,The New York Times,"RT @HannaIngber: An inside look at how journalists try to make sense of jobs day, by @bencasselman https://t.co/5Z26HQ9ICH"
490,-0.7506,Fri Feb 02 14:00:17 +0000 2018,41020384,0.262,0.738,0.0,The New York Times,"Nearly 50 people suspected of using and selling drugs were killed by officers in the past 2 months, the Philippine… https://t.co/HXpB5hnnzt"
491,0.4215,Fri Feb 02 13:50:06 +0000 2018,41020384,0.0,0.833,0.167,The New York Times,"A trucker intentionally drove his tractor-trailer off a roadway that runs through a 2,000-year-old United Nations W… https://t.co/OjCpF1OWcy"
492,-0.4767,Fri Feb 02 13:40:05 +0000 2018,41020384,0.307,0.693,0.0,The New York Times,Do hangovers get worse as we age? https://t.co/MSdnwwqK6M
493,0.2263,Fri Feb 02 13:36:54 +0000 2018,41020384,0.0,0.909,0.091,The New York Times,"Breaking News: The U.S. economy added 200,000 jobs in January. It was the 88th straight month that hiring increased… https://t.co/ZAYyZIHcVO"
494,-0.4588,Fri Feb 02 13:30:18 +0000 2018,41020384,0.143,0.857,0.0,The New York Times,"Jimmy Kimmel attacked Devin Nunes, a key figure in the release of the secret GOP memo. Our late-night roundup: https://t.co/TmGN2rcoa1"
495,-0.0258,Fri Feb 02 13:20:10 +0000 2018,41020384,0.064,0.936,0.0,The New York Times,"A Wisconsin teenager in the ""Slender Man"" stabbing case was sentenced to 40 years in a psychiatric hospital https://t.co/qQ7FEKRGT6"
496,0.875,Fri Feb 02 13:11:02 +0000 2018,41020384,0.0,0.63,0.37,The New York Times,"Devin Nunes, the man behind a secret Republican memo, has won praise from party members he once called ""lemmings in… https://t.co/DXlHhn4W7K"
497,0.0,Fri Feb 02 13:00:23 +0000 2018,41020384,0.0,1.0,0.0,The New York Times,Morning Briefing: Here's what you need to know to start your day https://t.co/oDTp0MoSzS https://t.co/6AyejpbtdL
498,-0.7003,Fri Feb 02 12:49:08 +0000 2018,41020384,0.254,0.746,0.0,The New York Times,The White House has grown frustrated by what it considers the Pentagon's reluctance to provide President Trump with… https://t.co/CGYVkXjthq
499,0.0,Fri Feb 02 12:40:07 +0000 2018,41020384,0.0,1.0,0.0,The New York Times,The board of the Humane Society decided to retain its CEO despite an investigation that has uncovered multiple hara… https://t.co/lpMhIxwuTy
