,city,country,coord,id,lat,lng,cur_date,cur_temp,cur_humidity,cur_clouds,cur_wind,max_date,max_temp,max_temp_humidity,max_temp_clouds,max_temp_wind,avg_date0,avg_date1,avg_temp,avg_humidity,avg_clouds,avg_wind
0,adrar,dz,"{'lon': -0.29388000000000003, 'lat': 27.87429}",2508813,27.87,-0.29,1517040000,48.2,45,0,23.04,1517065200,66.69,28,0,15.46,1517043600,1517464800,64.72325000000001,39.0,51.9,12.834500000000002
1,barrow,us,"{'lon': -156.788727, 'lat': 71.290581}",5880054,71.29,-156.79,1517039580,-23.81,90,90,4.7,1517108400,-8.43,100,56,15.37,1517043600,1517464800,-3.7472499999999997,92.6,36.8,12.401749999999998
2,palmer,us,"{'lon': -98.257294, 'lat': 41.22224}",5074769,41.22,-98.26,1517040900,30.22,86,1,9.17,1517086800,39.23,89,0,7.0,1517043600,1517464800,24.12625,80.9,29.5,8.51
6,punta arenas,cl,"{'lon': -70.916672, 'lat': -53.150002}",3874787,-53.15,-70.92,1517040000,51.8,62,75,17.22,1517065200,53.2,82,8,17.92,1517043600,1517464800,48.3235,92.375,50.0,20.572750000000003
7,rosario,br,"{'lon': -44.2493388, 'lat': -2.9410215}",0,-2.94,-44.25,1517040000,77.0,88,75,4.7,1517065200,81.22,91,68,7.29,1517043600,1517464800,78.602,93.225,52.6,5.27425
8,puerto leguizamo,co,"{'lon': -74.781891, 'lat': -0.19337000000000001}",3671437,-0.19,-74.78,1517041987,74.27,98,88,2.39,1517076000,85.0,73,36,3.42,1517043600,1517464800,82.7415,72.375,37.8,2.8600000000000003
9,tasiilaq,gl,"{'lon': -37.636761, 'lat': 65.61451}",3424607,65.61,-37.64,1517039400,21.2,79,88,1.12,1517076000,25.96,94,92,2.42,1517043600,1517464800,25.775750000000006,94.675,80.7,16.99625
10,salekhard,ru,"{'lon': 66.601936, 'lat': 66.529999}",1493197,66.53,66.6,1517041988,17.66,83,20,20.85,1517065200,22.15,86,36,17.13,1517043600,1517464800,3.9844999999999997,70.9,23.7,8.753
11,khani,ru,"{'lon': 119.965, 'lat': 56.933333}",0,56.93,119.97,1517041989,-16.05,61,36,1.95,1517119200,-15.24,58,32,2.39,1517043600,1517464800,-18.8405,47.6,36.5,2.3630000000000004
12,nikolskoye,ru,"{'lon': 166.0015368, 'lat': 55.1981604}",0,55.2,166.0,1517041989,33.9,92,0,12.8,1517130000,38.44,88,92,30.89,1517043600,1517464800,36.234249999999996,91.8,83.3,21.640499999999996
13,narsaq,gl,"{'lon': -46.049999, 'lat': 60.916672}",3421719,60.92,-46.05,1517039400,28.4,63,75,3.36,1517043600,24.39,64,76,3.96,1517043600,1517464800,7.501249999999999,69.85,55.0,3.0982499999999997
14,busselton,au,"{'lon': 115.370796, 'lat': -33.684769}",7839477,-33.68,115.37,1517041990,72.24,95,0,20.07,1517119200,73.28,89,0,20.56,1517043600,1517464800,69.24,91.125,4.8,18.919
16,faanui,pf,"{'lon': -151.75, 'lat': -16.48333}",4034551,-16.48,-151.75,1517041991,82.68,100,68,14.25,1517043600,82.68,100,68,14.25,1517043600,1517464800,81.68775000000001,100.0,67.7,12.48425
17,kapaa,us,"{'lon': -159.318954, 'lat': 22.075211}",5848280,22.08,-159.32,1517039760,69.8,88,1,4.7,1517097600,76.13,80,76,2.82,1517043600,1517464800,69.84700000000001,96.225,45.7,4.43125
18,port elizabeth,za,"{'lon': 25.57007, 'lat': -33.917992}",964420,-33.92,25.57,1517040000,69.8,94,90,9.17,1517054400,71.8,97,64,10.76,1517043600,1517464800,69.85025,95.6,30.6,16.945999999999998
19,pevek,ru,"{'lon': 170.313324, 'lat': 69.700829}",2122090,69.7,170.31,1517041993,18.78,84,68,29.57,1517086800,25.28,78,36,26.62,1517043600,1517464800,17.345499999999998,71.45,19.1,14.249
20,ponta do sol,cv,"{'lon': -25.091921, 'lat': 17.199421}",3374346,17.2,-25.09,1517041994,70.22,100,0,24.32,1517076000,71.36,98,0,24.34,1517043600,1517464800,68.7855,99.9,17.9,21.33425
21,rikitea,pf,"{'lon': -134.969177, 'lat': -23.120279}",4030556,-23.12,-134.97,1517041994,79.44,100,56,17.72,1517108400,81.04,97,0,14.09,1517043600,1517464800,79.28824999999999,99.675,56.1,13.614499999999998
22,tautira,pf,"{'lon': -149.149994, 'lat': -17.73333}",4033557,-17.73,-149.15,1517040000,80.6,69,20,1.12,1517097600,82.74,100,56,11.65,1517043600,1517464800,81.35874999999999,99.875,50.0,11.05525
23,taolanaro,mg,"{'lon': 46.9853688, 'lat': -25.0225309}",0,-25.02,46.99,1517040000,78.8,78,40,18.34,1517130000,83.94,76,0,7.18,1517043600,1517464800,78.51775,89.575,30.6,10.70075
24,berlevag,no,"{'lon': 29.086361, 'lat': 70.85778}",780687,70.86,29.09,1517041996,25.76,100,68,10.45,1517065200,26.19,100,76,7.74,1517043600,1517464800,6.3694999999999995,100.0,14.8,6.882
25,mataura,pf,"{'lon': -149.4850445, 'lat': -23.3470634}",0,-23.35,-149.49,1517041997,77.87,100,80,7.76,1517108400,78.47,100,88,3.51,1517043600,1517464800,77.88149999999999,99.6,66.5,7.703
26,tiarei,pf,"{'lon': -149.333328, 'lat': -17.533331}",4033356,-17.53,-149.33,1517040000,80.6,69,20,1.12,1517086800,81.98,100,76,11.3,1517043600,1517464800,80.46324999999999,99.975,49.5,10.01975
27,havoysund,no,"{'lon': 24.66217, 'lat': 70.996338}",779622,71.0,24.66,1517041200,26.6,86,90,9.17,1517065200,27.28,98,80,6.85,1517043600,1517464800,15.501749999999998,99.95,22.5,8.905000000000001
28,yumen,cn,"{'lon': 97.199997, 'lat': 40.283329}",1528998,40.28,97.2,1517041999,5.01,79,92,17.27,1517043600,6.44,79,92,17.27,1517043600,1517464800,0.12750000000000003,71.525,43.5,9.28525
29,hithadhoo,mv,"{'lon': 73.083328, 'lat': -0.6000000000000001}",1282256,-0.6,73.08,1517042000,83.09,100,8,11.23,1517054400,83.25,100,0,13.22,1517043600,1517464800,82.11425,99.825,29.3,12.195249999999998
30,ushuaia,ar,"{'lon': -68.300003, 'lat': -54.799999}",3833367,-54.8,-68.3,1517040000,50.0,87,90,5.82,1517076000,53.28,63,44,14.05,1517043600,1517464800,44.57875,83.7,43.3,12.632
31,hammerfest,no,"{'lon': 23.682091, 'lat': 70.663361}",779683,70.66,23.68,1517041200,26.6,86,90,9.17,1517065200,33.25,100,88,11.54,1517043600,1517464800,22.20275,100.0,25.7,10.1175
33,sao filipe,cv,"{'lon': -24.49556, 'lat': 14.8961}",3374210,14.9,-24.5,1517042002,71.97,92,44,19.51,1517065200,74.21,85,56,20.04,1517043600,1517464800,70.54825000000001,95.4,13.5,18.284
34,batemans bay,au,"{'lon': 150.183334, 'lat': -35.716671}",2176639,-35.72,150.18,1517042002,74.31,87,88,7.09,1517108400,76.36,84,44,7.61,1517043600,1517464800,69.41574999999999,87.9,38.7,7.587249999999999
35,kita,ml,"{'lon': -9.4895, 'lat': 13.0349}",2455216,13.03,-9.49,1517042053,68.69,31,68,8.32,1517065200,94.03,22,32,6.51,1517043600,1517464800,79.3025,35.075,40.4,7.08
36,ilulissat,gl,"{'lon': -51.099998, 'lat': 69.216667}",3423146,69.22,-51.1,1517039400,10.4,72,88,9.17,1517043600,9.18,100,88,3.18,1517043600,1517464800,-4.9670000000000005,100.0,42.1,3.4522500000000007
37,vostok,ru,"{'lon': 135.883331, 'lat': 46.485561}",2013279,46.49,135.88,1517041762,-6.51,55,36,5.75,1517043600,-6.51,55,36,5.75,1517043600,1517464800,-10.245999999999999,59.8,28.6,3.9034999999999997
39,ambunti,pg,"{'lon': 142.844849, 'lat': -4.23653}",2100933,-4.24,142.84,1517042055,83.22,71,88,3.51,1517119200,87.81,68,88,4.34,1517043600,1517464800,79.83675000000001,87.0,74.9,2.7439999999999998
40,hermanus,za,"{'lon': 19.234461, 'lat': -34.418701}",3366880,-34.42,19.23,1517042056,66.44,81,68,4.41,1517130000,74.35,60,0,7.29,1517043600,1517464800,68.05725,73.65,32.7,5.83675
41,bluff,nz,"{'lon': 168.333328, 'lat': -46.599998}",2206939,-46.6,168.33,1517042057,64.23,99,92,5.41,1517108400,65.78,95,36,7.27,1517043600,1517464800,66.825,91.575,39.3,12.64225
42,meulaboh,id,"{'lon': 96.128502, 'lat': 4.1363}",1214488,4.14,96.13,1517042057,84.39,98,44,6.08,1517119200,84.71,96,24,4.56,1517043600,1517464800,80.17275,99.8,42.4,3.7277500000000003
43,banda aceh,id,"{'lon': 95.343002, 'lat': 5.542}",1215501,5.54,95.34,1517042058,80.34,94,24,1.72,1517119200,83.67,81,36,2.84,1517043600,1517464800,77.80075,92.375,39.2,2.44675
45,raghogarh,in,"{'lon': 77.199997, 'lat': 24.450001}",1259056,24.45,77.2,1517042059,78.9,28,0,4.41,1517043600,80.44,28,0,4.41,1517043600,1517464800,60.6005,52.85,0.0,4.0337499999999995
46,masunga,bw,"{'lon': 27.44875, 'lat': -20.62455}",933390,-20.62,27.45,1517040000,82.4,45,0,9.17,1517054400,92.88,60,8,4.5,1517043600,1517464800,73.221,72.55,40.6,9.08425
47,qaanaaq,gl,"{'lon': -69.363213, 'lat': 77.483971}",3831208,77.48,-69.36,1517042060,-7.64,90,36,5.41,1517043600,-7.64,90,36,5.41,1517043600,1517464800,-16.68975,98.625,14.8,7.46575
48,russkiy kameshkir,ru,"{'lon': 46.089169, 'lat': 52.858891}",500400,52.86,46.09,1517042061,3.75,82,0,13.24,1517043600,3.75,82,0,13.24,1517043600,1517464800,12.6405,85.225,66.9,14.991750000000001
49,saint george,bm,"{'lon': -64.676392, 'lat': 32.384171}",3573062,32.38,-64.68,1517039700,57.2,54,75,16.11,1517130000,65.67,100,36,15.12,1517043600,1517464800,66.83324999999999,97.525,37.1,22.0095
51,chokurdakh,ru,"{'lon': 147.916672, 'lat': 70.633331}",2126123,70.63,147.92,1517042062,-17.13,50,68,8.77,1517076000,-11.1,77,64,12.03,1517043600,1517464800,-10.3155,63.15,53.6,7.620749999999999
52,bambous virieux,mu,"{'lon': 57.7575, 'lat': -20.342779}",1106677,-20.34,57.76,1517040000,86.0,70,75,12.75,1517043600,87.03,77,56,7.76,1517043600,1517464800,80.60650000000001,82.7,56.9,7.4545
53,hobart,au,"{'lon': 147.329407, 'lat': -42.87936}",2163355,-42.88,147.33,1517040000,77.0,73,20,11.41,1517119200,88.26,49,24,7.65,1517043600,1517464800,62.128750000000004,76.8,52.6,6.256749999999999
55,coihaique,cl,"{'lon': -72.066193, 'lat': -45.575241}",3894426,-45.58,-72.07,1517040000,52.39,62,90,3.36,1517076000,56.3,56,48,7.67,1517043600,1517464800,49.90475,64.525,28.4,7.42
56,tuktoyaktuk,ca,"{'lon': -133.037415, 'lat': 69.45414}",6170031,69.45,-133.04,1517042064,1.23,84,56,7.65,1517043600,1.23,84,56,7.65,1517043600,1517464800,-2.40475,89.675,46.3,13.10325
57,severo-kurilsk,ru,"{'lon': 156.125, 'lat': 50.67889}",2121385,50.68,156.12,1517042065,28.95,100,64,5.64,1517108400,29.65,100,92,18.95,1517043600,1517464800,25.654500000000002,99.9,45.9,13.626
58,ancud,cl,"{'lon': -73.820282, 'lat': -41.86972}",3899695,-41.87,-73.82,1517042066,51.86,99,100,4.29,1517076000,62.91,78,32,6.44,1517043600,1517464800,55.387249999999995,80.35,24.9,5.183
59,victoria,sc,"{'lon': 55.450001, 'lat': -4.61667}",241131,-4.62,55.45,1517040000,82.4,78,75,8.05,1517054400,82.35,100,92,13.33,1517043600,1517464800,81.14825,100.0,40.0,13.875499999999999
60,fortuna,us,"{'lon': -124.15728, 'lat': 40.59819}",5563839,40.6,-124.16,1517039700,46.4,75,90,20.8,1517097600,52.32,95,88,5.12,1517043600,1517464800,48.82925,95.7,60.6,5.92675
61,tuatapere,nz,"{'lon': 167.683334, 'lat': -46.133331}",2180815,-46.13,167.68,1517042068,67.2,84,36,8.43,1517097600,68.66,84,24,6.29,1517043600,1517464800,66.54,82.45,38.4,9.257
62,vila velha,br,"{'lon': -40.2925, 'lat': -20.329720000000002}",3445026,-20.33,-40.29,1517040000,73.4,94,20,4.7,1517065200,81.22,90,8,6.85,1517043600,1517464800,77.2915,95.375,56.6,11.529750000000002
63,san patricio,mx,"{'lon': -104.699997, 'lat': 19.216669}",3985168,19.22,-104.7,1517042069,67.07,87,0,5.64,1517086800,87.02,44,0,6.38,1517043600,1517464800,74.22574999999999,72.6,49.9,3.8489999999999993
64,yulara,au,"{'lon': 130.988907, 'lat': -25.240601}",6355222,-25.24,130.99,1517040000,105.8,14,40,19.46,1517043600,104.95,20,32,14.58,1517043600,1517464800,79.71000000000001,53.45,62.2,15.74175
65,akyab,mm,"{'lon': 92.86768610000001, 'lat': 20.1527657}",0,20.15,92.87,1517042070,79.94,58,0,9.78,1517043600,81.84,58,0,9.78,1517043600,1517464800,66.00175,84.3,0.0,7.662000000000001
66,kangaatsiaq,gl,"{'lon': -53.46405, 'lat': 68.30648}",3422683,68.31,-53.46,1517042071,18.06,100,88,12.68,1517054400,18.82,100,88,8.52,1517043600,1517464800,9.78325,100.0,44.2,7.622249999999999
67,cape town,za,"{'lon': 18.42322, 'lat': -33.925838}",3369157,-33.93,18.42,1517040000,73.4,60,20,19.46,1517043600,74.03,84,0,17.94,1517043600,1517464800,67.92699999999999,83.675,10.4,18.038999999999998
68,bambey,sn,"{'lon': -16.458256, 'lat': 14.6965115}",0,14.7,-16.46,1517040000,64.4,23,0,4.7,1517065200,91.17,11,88,12.66,1517043600,1517464800,75.0035,24.725,23.2,10.898
69,laredo,es,"{'lon': -3.42035, 'lat': 43.41663}",6360682,43.42,-3.42,1517041800,49.01,66,40,9.17,1517054400,48.31,98,80,5.95,1517043600,1517464800,38.43775,86.85,13.9,2.8685
71,albany,au,"{'lon': 118.123451, 'lat': -34.7099}",7839657,-34.71,118.12,1517042124,64.37,75,88,13.24,1517119200,68.01,50,0,11.9,1517043600,1517464800,63.21575,68.3,42.4,12.28775
73,port alfred,za,"{'lon': 26.891041, 'lat': -33.590569}",964432,-33.59,26.89,1517042124,72.87,83,80,8.77,1517043600,74.37,83,80,8.77,1517043600,1517464800,70.98425,83.4,45.9,12.032
74,guerrero negro,mx,"{'lon': -114.061111, 'lat': 27.97694}",4021858,27.98,-114.06,1517042125,45.42,97,0,3.96,1517097600,73.92,33,0,9.37,1517043600,1517464800,61.07325000000001,61.825,5.0,5.383750000000001
75,jamestown,sh,"{'lon': -5.71675, 'lat': -15.93872}",3370903,-15.94,-5.72,1517042126,71.12,100,80,17.83,1517086800,72.3,99,0,18.01,1517043600,1517464800,71.52624999999999,99.975,69.3,14.922
76,tepic,mx,"{'lon': -104.900002, 'lat': 21.5}",3981941,21.5,-104.9,1517042039,57.17,79,0,2.39,1517086800,85.62,36,0,4.09,1517043600,1517464800,69.79675,50.5,38.6,3.3065000000000007
77,provideniya,ru,"{'lon': -173.300003, 'lat': 64.383331}",4031574,64.38,-173.3,1517042127,17.39,100,88,2.73,1517130000,24.49,100,80,6.4,1517043600,1517464800,20.106,100.0,26.9,6.2105
78,sumenep,id,"{'lon': 113.866669, 'lat': -7.01667}",1626099,-7.02,113.87,1517042127,85.38,86,88,21.07,1517119200,86.73,83,64,22.41,1517043600,1517464800,82.44575,93.3,61.6,17.436
79,mahebourg,mu,"{'lon': 57.700001, 'lat': -20.40806}",934322,-20.41,57.7,1517040000,86.0,70,75,12.75,1517043600,87.03,77,56,7.76,1517043600,1517464800,80.60650000000001,82.7,56.9,7.4545
80,el balyana,eg,"{'lon': 32.0029805, 'lat': 26.2354377}",0,26.24,32.0,1517042129,56.4,66,0,6.08,1517054400,69.26,59,0,8.19,1517043600,1517464800,49.708749999999995,73.7,1.4,5.01625
81,khandyga,ru,"{'lon': 135.600006, 'lat': 62.666672}",2022773,62.67,135.6,1517042129,-40.08,86,44,2.73,1517119200,-37.2,0,8,2.89,1517043600,1517464800,-36.16075,30.7,37.8,3.0587500000000003
82,palabuhanratu,id,"{'lon': 106.5475399, 'lat': -6.9852341}",0,-6.99,106.55,1517042130,80.97,74,8,14.47,1517043600,81.07,74,8,14.47,1517043600,1517464800,73.85625,94.325,72.3,7.0785
83,illoqqortoormiut,gl,"{'lon': -21.9628757, 'lat': 70.48556909999999}",0,70.49,-21.96,1517042131,8.16,88,88,27.78,1517130000,13.92,91,88,23.62,1517043600,1517464800,10.9635,87.825,78.3,15.992499999999998
84,puerto cortes,hn,"{'lon': -87.92857769999999, 'lat': 15.825072}",0,15.83,-87.93,1517042131,65.49,98,92,2.51,1517076000,73.79,88,80,2.53,1517043600,1517464800,67.325,97.9,89.9,2.6130000000000004
85,dhidhdhoo,mv,"{'lon': 73.099998, 'lat': 6.88333}",1337612,6.88,73.1,1517041970,81.15,100,0,6.76,1517054400,81.52,100,56,6.96,1517043600,1517464800,81.648,100.0,28.5,6.22975
86,namibe,ao,"{'lon': 12.15222, 'lat': -15.196110000000001}",3347019,-15.2,12.15,1517042133,76.61,100,20,2.73,1517054400,78.78,99,0,8.3,1517043600,1517464800,76.05825,99.975,38.8,6.544
87,bredasdorp,za,"{'lon': 20.04031, 'lat': -34.53215}",1015776,-34.53,20.04,1517040000,71.6,68,64,8.05,1517054400,72.25,88,64,11.65,1517043600,1517464800,69.11975,87.675,20.3,16.116750000000003
88,rocha,uy,"{'lon': -54.333328, 'lat': -34.48333}",3440777,-34.48,-54.33,1517042134,62.79,84,56,9.22,1517076000,80.68,57,92,14.05,1517043600,1517464800,72.324,68.85,26.4,8.832249999999998
89,bethel,us,"{'lon': -81.354828, 'lat': 32.413799}",4182260,32.41,-81.35,1517042100,51.8,87,75,8.05,1517086800,65.24,76,92,7.0,1517043600,1517464800,49.57225,74.275,38.6,7.495500000000002
100,puerto escondido,mx,"{'lon': -97.066673, 'lat': 15.85}",3520994,15.85,-97.07,1517042135,82.59,100,0,9.66,1517076000,83.02,100,0,2.98,1517043600,1517464800,83.67125,96.525,44.2,8.189250000000001
101,chuy,uy,"{'lon': -53.46162, 'lat': -33.697071}",3443061,-33.7,-53.46,1517042136,68.01,88,32,12.46,1517065200,80.37,73,92,18.92,1517043600,1517464800,73.4665,83.375,38.7,11.89225
102,port hedland,au,"{'lon': 118.632637, 'lat': -20.79258}",7839630,-20.79,118.63,1517040000,91.4,75,56,21.92,1517119200,105.68,38,0,8.93,1517043600,1517464800,84.188,56.775,59.7,11.968250000000001
104,the valley,ai,"{'lon': -63.057831, 'lat': 18.217039}",3573374,18.22,-63.06,1517042137,78.18,99,68,18.95,1517054400,79.2,96,76,22.06,1517043600,1517464800,77.8775,98.4,53.8,21.573999999999998
105,aasiaat,gl,"{'lon': -52.869881, 'lat': 68.709808}",3424901,68.71,-52.87,1517042138,17.52,100,92,10.89,1517043600,17.65,100,92,10.89,1517043600,1517464800,13.699000000000002,100.0,47.3,8.3255
106,suleja,ng,"{'lon': 7.18083, 'lat': 9.17583}",2322794,9.18,7.18,1517041916,80.16,42,0,6.2,1517054400,100.63,37,0,4.94,1517043600,1517464800,79.1285,36.275,1.9,7.9965
107,kerki,tm,"{'lon': 65.2026017, 'lat': 37.8099917}",0,37.81,65.2,1517042139,34.04,70,68,8.99,1517043600,38.46,70,68,8.99,1517043600,1517464800,19.146,78.1,28.8,7.077500000000001
108,lavrentiya,ru,"{'lon': -171, 'lat': 65.583328}",4031637,65.58,-171.0,1517042140,4.2,100,68,1.5,1517119200,17.07,92,36,6.02,1517043600,1517464800,14.488249999999999,95.4,10.3,6.499250000000001
109,atuona,pf,"{'lon': -139.033325, 'lat': -9.8}",4020109,-9.8,-139.03,1517042140,80.34,100,92,14.58,1517130000,81.46,100,12,19.04,1517043600,1517464800,80.57225,99.925,70.2,16.81775
110,kalmunai,lk,"{'lon': 81.816673, 'lat': 7.41667}",1242110,7.42,81.82,1517042141,79.62,78,100,10.67,1517130000,81.91,71,92,12.44,1517043600,1517464800,76.59475,88.25,86.5,9.047749999999999
111,tazovskiy,ru,"{'lon': 78.699997, 'lat': 67.466667}",1489853,67.47,78.7,1517042141,12.75,85,88,17.83,1517097600,20.69,85,88,15.08,1517043600,1517464800,10.4045,81.25,62.3,13.027750000000001
112,avarua,ck,"{'lon': -159.774994, 'lat': -21.207781}",4035715,-21.21,-159.78,1517040000,77.0,83,75,2.24,1517065200,80.55,100,92,8.19,1517043600,1517464800,77.9135,99.75,73.2,12.77225
113,raudeberg,no,"{'lon': 5.1351057, 'lat': 61.9829132}",0,61.98,5.14,1517041200,31.37,69,75,18.34,1517108400,37.93,100,92,11.18,1517043600,1517464800,32.685249999999996,99.325,79.2,6.408499999999999
114,crab hill,bb,"{'lon': -59.63555170000001, 'lat': 13.3216196}",0,13.32,-59.64,1517040000,77.0,83,40,23.04,1517086800,80.36,97,88,20.02,1517043600,1517464800,78.39874999999999,99.525,76.8,19.7425
115,touros,br,"{'lon': -35.460831, 'lat': -5.1988900000000005}",3386213,-5.2,-35.46,1517042195,78.27,88,76,8.43,1517076000,86.18,67,20,12.71,1517043600,1517464800,80.20425,85.975,68.0,10.238499999999998
116,yellowknife,ca,"{'lon': -114.352547, 'lat': 62.456001}",6185377,62.46,-114.35,1517040000,-13.01,75,75,3.36,1517043600,-13.6,54,44,2.28,1517043600,1517464800,-22.086000000000002,54.85,38.8,8.5095
117,longyearbyen,sj,"{'lon': 15.64007, 'lat': 78.218597}",2729907,78.22,15.64,1517039400,12.2,66,20,12.75,1517108400,13.58,95,80,3.29,1517043600,1517464800,-7.704249999999999,87.525,40.0,2.992
118,tessalit,ml,"{'lon': 1.01139, 'lat': 20.19861}",2449893,20.2,1.01,1517042197,61.35,43,0,5.75,1517054400,82.6,46,0,8.41,1517043600,1517464800,67.35525,40.375,42.5,10.063999999999998
119,kyzyl-suu,kg,"{'lon': 78.0052678, 'lat': 42.3430331}",0,42.34,78.01,1517042197,10.05,100,56,9.55,1517130000,13.02,100,48,7.18,1517043600,1517464800,11.107,100.0,34.7,4.994
120,bardiyah,ly,"{'lon': 25.086531, 'lat': 31.756149}",80509,31.76,25.09,1517042198,58.79,100,0,8.55,1517054400,63.54,94,0,10.98,1517043600,1517464800,57.0235,98.2,23.8,8.567
121,new norfolk,au,"{'lon': 147.058701, 'lat': -42.782612}",2155415,-42.78,147.06,1517040000,77.0,73,20,11.41,1517108400,84.91,67,0,4.92,1517043600,1517464800,58.7265,84.95,44.5,5.66575
122,fairbanks,us,"{'lon': -147.716385, 'lat': 64.837784}",5861897,64.84,-147.72,1517039880,-14.18,75,90,2.84,1517043600,-17.07,38,20,2.84,1517043600,1517464800,-25.5045,36.775,5.6,4.3875
123,nizhneyansk,ru,"{'lon': 136.1122279, 'lat': 71.450058}",0,71.45,136.11,1517042201,-21.99,65,64,3.74,1517043600,-21.99,65,64,3.74,1517043600,1517464800,-25.10425,40.275,33.2,6.522749999999999
124,vaini,to,"{'lon': -175.199997, 'lat': -21.200001}",4032243,-21.2,-175.2,1517040000,78.8,88,20,10.29,1517076000,80.85,97,92,21.54,1517043600,1517464800,77.36725,99.75,89.2,13.624500000000001
125,troitskoye,ru,"{'lon': 35.917778, 'lat': 55.193054}",481501,55.19,35.92,1517042204,20.4,87,92,15.93,1517043600,21.4,87,92,15.93,1517043600,1517464800,20.516249999999996,86.925,79.2,11.709
135,east london,za,"{'lon': 27.911619, 'lat': -33.015289}",1006984,-33.02,27.91,1517040000,78.8,74,40,16.11,1517043600,78.55,97,36,19.95,1517043600,1517464800,72.60675,97.575,58.1,16.396749999999997
136,tiruvottiyur,in,"{'lon': 80.3045793, 'lat': 13.1691914}",0,13.17,80.3,1517040000,87.8,35,20,8.05,1517043600,86.18,89,0,9.66,1517043600,1517464800,77.5895,94.675,2.8,11.6665
137,kodiak,us,"{'lon': -152.407227, 'lat': 57.790001}",5866583,57.79,-152.41,1517039580,15.8,72,1,8.05,1517130000,30.84,100,88,15.68,1517043600,1517464800,29.758249999999997,99.925,50.9,14.474250000000001
138,doha,qa,"{'lon': 51.533333, 'lat': 25.286667}",290030,25.29,51.53,1517040000,78.8,31,12,3.36,1517043600,82.18,64,12,2.73,1517043600,1517464800,62.68025,77.65,16.2,14.06325
139,sohag,eg,"{'lon': 31.6956705, 'lat': 26.5590737}",0,26.56,31.7,1517042210,56.4,66,0,6.08,1517054400,69.26,59,0,8.19,1517043600,1517464800,49.708749999999995,73.7,1.4,5.01625
140,geraldton,au,"{'lon': 114.599998, 'lat': -28.76667}",2070998,-28.77,114.6,1517038200,78.8,61,40,27.51,1517119200,78.27,74,0,29.73,1517043600,1517464800,78.70875,68.95,0.4,20.7225
141,ondjiva,ao,"{'lon': 15.73333, 'lat': -17.066669}",3346821,-17.07,15.73,1517042213,73.77,95,76,7.65,1517065200,87.01,74,8,5.17,1517043600,1517464800,74.20375,77.825,26.0,5.366750000000001
142,dikson,ru,"{'lon': 80.546387, 'lat': 73.506943}",1507390,73.51,80.55,1517042214,15.36,96,80,28.01,1517086800,24.47,93,80,21.09,1517043600,1517464800,17.0945,96.15,75.8,21.49975
143,santa maria,py,"{'lon': -56.933331, 'lat': -26.783331}",3436977,-26.78,-56.93,1517042215,76.02,89,92,4.63,1517086800,80.94,87,92,3.02,1517043600,1517464800,78.73975,78.1,43.2,4.590999999999999
144,kamogawa,jp,"{'lon': 140.0987111, 'lat': 35.1139867}",0,35.11,140.1,1517040000,44.08,28,20,19.46,1517108400,41.57,83,88,2.06,1517043600,1517464800,38.9985,92.75,32.7,7.3694999999999995
145,nanhai,cn,"{'lon': 111.778374, 'lat': 30.128189}",7696234,30.13,111.78,1517042218,27.11,91,88,6.76,1517119200,32.1,91,8,5.23,1517043600,1517464800,23.2875,80.825,42.8,4.042
146,ravar,ir,"{'lon': 56.80545, 'lat': 31.265619}",118704,31.27,56.81,1517042056,70.08,22,0,5.19,1517043600,76.15,22,0,5.19,1517043600,1517464800,36.24925,45.45,9.8,3.8867500000000006
147,boguchany,ru,"{'lon': 97.453056, 'lat': 58.38139}",1509844,58.38,97.45,1517042224,-11.87,57,44,8.1,1517119200,-0.84,55,80,9.33,1517043600,1517464800,-1.1694999999999998,64.9,57.8,6.936750000000001
148,kerteh,my,"{'lon': 103.4430001, 'lat': 4.507893999999999}",0,4.51,103.44,1517036400,80.6,83,75,2.24,1517119200,80.39,86,64,3.78,1517043600,1517464800,76.407,92.275,71.8,4.199
149,katsuura,jp,"{'lon': 140.300003, 'lat': 35.133331}",2112309,35.13,140.3,1517040000,42.8,28,20,19.46,1517108400,45.71,82,92,3.8,1517043600,1517464800,42.66875,92.975,29.4,9.289250000000001
150,boyuibe,bo,"{'lon': -63.283329, 'lat': -20.41667}",3923015,-20.42,-63.28,1517042227,71.25,98,88,5.86,1517086800,79.01,95,36,3.8,1517043600,1517464800,71.6115,96.7,87.0,9.098
151,eskisehir,tr,"{'lon': 30.520559, 'lat': 39.776669}",315202,39.78,30.52,1517039400,28.4,68,0,2.24,1517054400,42.96,78,0,4.27,1517043600,1517464800,25.45575,73.925,1.8,3.10325
152,zboriv,ua,"{'lon': 25.140961, 'lat': 49.664841}",687449,49.66,25.14,1517042264,25.53,96,12,7.99,1517054400,33.6,100,8,4.72,1517043600,1517464800,34.200750000000006,92.625,77.5,13.528500000000003
153,baykit,ru,"{'lon': 96.370003, 'lat': 61.669998}",1510689,61.67,96.37,1517042265,-3.05,72,12,10.78,1517043600,0.27,72,12,10.78,1517043600,1517464800,-5.9270000000000005,71.025,49.3,6.36675
155,marawi,sd,"{'lon': 31.816669, 'lat': 18.48333}",370481,18.48,31.82,1517042266,66.03,35,12,16.04,1517054400,84.0,20,0,14.67,1517043600,1517464800,61.789249999999996,45.625,4.4,11.49925
