,city,country,coord,id,lat,lng,cur_date,cur_temp,cur_humidity,cur_clouds,cur_wind,max_date,max_temp,max_temp_humidity,max_temp_clouds,max_temp_wind,avg_date0,avg_date1,avg_temp,avg_humidity,avg_clouds,avg_wind
307,amderma,ru,"{'lon': 61.6636961, 'lat': 69.751221}",0,69.75,61.66,1517042550,29.27,94,80,23.98,1517043600,30.09,94,80,23.98,1517043600,1517464800,11.90925,80.725,34.0,15.25325
308,lucapa,ao,"{'lon': 20.744659, 'lat': -8.41915}",145724,-8.42,20.74,1517042550,68.42,100,92,7.09,1517130000,73.54,98,80,4.16,1517043600,1517464800,72.02425,89.075,47.3,5.0605
309,normal,us,"{'lon': -88.990631, 'lat': 40.514198}",4903780,40.51,-88.99,1517039760,50.02,76,90,24.16,1517043600,49.42,66,68,20.51,1517043600,1517464800,31.651999999999997,67.225,48.3,11.532750000000002
310,najran,sa,"{'lon': 44.127659, 'lat': 17.492399}",103630,17.49,44.13,1517040000,82.4,14,0,3.36,1517054400,98.53,16,0,2.59,1517043600,1517464800,56.39425,51.7,5.4,4.154999999999999
311,borogontsy,ru,"{'lon': 131.168335, 'lat': 62.668331}",2026160,62.67,131.17,1517042552,-38.19,0,44,3.18,1517119200,-37.65,0,44,3.62,1517043600,1517464800,-34.109500000000004,28.65,42.5,3.32025
312,kuusamo,fi,"{'lon': 29.25, 'lat': 66}",649925,66.0,29.25,1517041620,19.4,92,90,2.39,1517043600,19.44,92,80,2.39,1517043600,1517464800,15.333249999999998,86.15,71.7,4.14625
314,baoqing,cn,"{'lon': 132.211105, 'lat': 46.331669}",2038446,46.33,132.21,1517042554,-2.46,60,0,11.56,1517043600,-2.46,60,0,11.56,1517043600,1517464800,-8.436,59.15,11.2,7.272499999999999
315,tumannyy,ru,"{'lon': 90.3269882, 'lat': 54.0873125}",0,54.09,90.33,1517042554,-20.42,85,12,3.4,1517130000,-16.87,70,12,2.93,1517043600,1517464800,-14.24475,56.875,33.6,4.025499999999999
316,mildura,au,"{'lon': 142.149994, 'lat': -34.200001}",2157698,-34.2,142.15,1517042555,95.37,30,64,3.62,1517119200,101.0,33,0,8.25,1517043600,1517464800,75.43325,59.625,34.9,12.79375
317,formoso do araguaia,br,"{'lon': -50.1832516, 'lat': -11.8031151}",0,-11.8,-50.18,1517042556,71.7,95,36,2.73,1517076000,80.23,86,68,7.56,1517043600,1517464800,77.2245,92.825,48.9,3.90375
318,channel-port aux basques,ca,"{'lon': -59.136742, 'lat': 47.57021}",5919815,47.57,-59.14,1517042556,24.0,100,12,20.51,1517130000,36.46,88,92,21.16,1517043600,1517464800,27.31775,97.55,60.2,22.116
319,ardon,ru,"{'lon': 32.308571, 'lat': 52.735241}",581178,52.74,32.31,1517042557,16.8,86,76,13.58,1517130000,19.45,90,92,10.42,1517043600,1517464800,28.332000000000004,90.925,83.1,14.382500000000002
321,atasu,kz,"{'lon': 71.643333, 'lat': 48.681389}",1526041,48.68,71.64,1517042558,-6.69,73,0,13.69,1517043600,0.82,73,0,13.69,1517043600,1517464800,-8.3845,50.575,9.9,7.40475
322,luang prabang,la,"{'lon': 102.1346874, 'lat': 19.8833959}",0,19.88,102.13,1517040000,86.0,58,75,4.7,1517043600,81.05,78,56,2.39,1517043600,1517464800,66.76675,84.075,24.4,2.21875
323,ayan,ru,"{'lon': 110.916672, 'lat': 54.716671}",2027317,54.72,110.92,1517042559,-28.2,40,24,2.62,1517119200,-21.27,28,32,1.72,1517043600,1517464800,-24.98725,48.425,28.0,1.996
325,bangonay,ph,"{'lon': 125.553886, 'lat': 9.31444}",1727237,9.31,125.55,1517042560,76.02,100,76,5.08,1517119200,78.63,100,92,9.89,1517043600,1517464800,77.47225,98.45,76.8,8.63925
326,kruisfontein,za,"{'lon': 24.731421, 'lat': -34.00333}",986717,-34.0,24.73,1517042423,67.61,100,92,1.95,1517130000,69.58,87,56,9.75,1517043600,1517464800,68.717,88.825,41.9,11.227250000000002
327,aldan,ru,"{'lon': 125.389442, 'lat': 58.603062}",2027968,58.6,125.39,1517042561,-20.15,55,48,4.74,1517119200,-14.93,63,56,3.33,1517043600,1517464800,-15.639750000000001,60.0,51.1,3.24525
328,santa marta,co,"{'lon': -74.199043, 'lat': 11.24079}",3668605,11.24,-74.2,1517042561,79.31,100,0,35.39,1517097600,82.34,93,0,31.23,1517043600,1517464800,80.57249999999999,96.35,3.4,30.451250000000005
329,hamilton,bm,"{'lon': -64.783607, 'lat': 32.293892}",3573198,32.29,-64.78,1517039700,57.2,54,75,16.11,1517130000,65.67,100,36,15.12,1517043600,1517464800,66.83324999999999,97.525,37.1,22.0095
331,egvekinot,ru,"{'lon': -179.166672, 'lat': 66.316673}",4031742,66.32,-179.17,1517042613,1.5,78,68,2.51,1517076000,17.22,73,88,5.44,1517043600,1517464800,4.109999999999999,72.975,29.3,2.64
332,sur,om,"{'lon': 59.528889, 'lat': 22.566669}",286245,22.57,59.53,1517042614,75.39,89,0,5.19,1517130000,76.65,84,0,3.49,1517043600,1517464800,69.26925000000001,97.125,1.3,10.406
333,torquay,gb,"{'lon': -3.51434, 'lat': 50.46384}",2635650,50.46,-3.51,1517041200,46.4,87,75,14.99,1517065200,51.84,94,92,15.57,1517043600,1517464800,49.629,96.825,70.5,19.5635
334,ust-nera,ru,"{'lon': 143.199997, 'lat': 64.566673}",2120048,64.57,143.2,1517042615,-32.57,50,32,1.95,1517108400,-19.95,76,48,2.57,1517043600,1517464800,-12.92475,62.3,53.6,2.31875
335,jiwani,pk,"{'lon': 61.741669, 'lat': 25.049999}",1175712,25.05,61.74,1517042616,80.84,46,0,4.85,1517043600,86.45,46,0,4.85,1517043600,1517464800,67.43924999999999,73.7,7.8,8.6645
336,cobija,bo,"{'lon': -68.76918, 'lat': -11.02671}",3919998,-11.03,-68.77,1517042616,74.58,87,0,3.18,1517076000,90.49,53,24,5.1,1517043600,1517464800,79.787,82.25,31.1,2.98925
337,sola,vu,"{'lon': 167.550003, 'lat': -13.88333}",2134814,-13.88,167.55,1517042617,82.23,97,88,2.84,1517108400,85.18,89,88,15.48,1517043600,1517464800,82.67474999999999,96.6,80.8,15.188749999999999
338,kurilsk,ru,"{'lon': 147.883331, 'lat': 45.23333}",2123979,45.23,147.88,1517042618,21.03,100,56,16.82,1517130000,26.56,100,76,15.9,1517043600,1517464800,24.262,99.975,49.1,12.608250000000002
339,lompoc,us,"{'lon': -120.457939, 'lat': 34.639149}",5367788,34.64,-120.46,1517039760,41.45,80,1,5.82,1517086800,60.56,66,0,18.19,1517043600,1517464800,55.51324999999999,83.075,16.0,6.7375
340,sangar,ru,"{'lon': 127.473892, 'lat': 63.924171}",2017215,63.92,127.47,1517042619,-39.09,81,32,1.5,1517119200,-35.81,0,36,2.73,1517043600,1517464800,-35.727,32.425,33.9,3.5460000000000003
341,cherskiy,ru,"{'lon': 161.300003, 'lat': 68.75}",2126199,68.75,161.3,1517042585,6.45,72,92,4.07,1517076000,25.57,74,88,9.46,1517043600,1517464800,16.9215,68.1,33.4,7.4125
342,atar,mr,"{'lon': -13.04986, 'lat': 20.516859}",2381334,20.52,-13.05,1517042620,53.21,46,0,10.67,1517065200,80.2,17,36,7.4,1517043600,1517464800,58.24399999999999,35.6,6.0,7.0645
343,doaba,pk,"{'lon': 70.736389, 'lat': 33.424438}",1179724,33.42,70.74,1517042621,52.22,71,0,3.18,1517043600,55.78,71,0,3.18,1517043600,1517464800,37.19225,88.525,41.7,2.47225
344,solovetskiy,ru,"{'lon': 35.6383004, 'lat': 65.077429}",0,65.08,35.64,1517042621,29.36,99,92,6.08,1517043600,29.43,99,92,6.08,1517043600,1517464800,24.185750000000002,96.025,81.2,7.90575
345,jiangyin,cn,"{'lon': 120.284938, 'lat': 31.920658}",0,31.92,120.28,1517042622,34.44,93,92,9.89,1517119200,38.99,80,68,12.8,1517043600,1517464800,27.762999999999998,78.675,42.9,6.514
346,celestun,mx,"{'lon': -90.400002, 'lat': 20.866671}",3531368,20.87,-90.4,1517042623,72.42,100,0,13.24,1517076000,75.37,92,8,12.82,1517043600,1517464800,72.8945,97.975,60.6,18.248
347,mar del plata,ar,"{'lon': -57.557541, 'lat': -38.002281}",3430863,-38.0,-57.56,1517042623,66.62,91,76,12.12,1517076000,80.23,60,80,13.71,1517043600,1517464800,71.13499999999999,65.825,16.1,11.053749999999999
348,general roca,ar,"{'lon': -67.583328, 'lat': -39.033329}",3855065,-39.03,-67.58,1517040000,62.6,55,0,12.75,1517086800,81.8,20,0,19.35,1517043600,1517464800,70.55550000000001,29.8,0.6,11.0625
350,grand river south east,mu,"{'lon': 57.78141199999999, 'lat': -20.2888094}",0,-20.29,57.78,1517040000,86.0,70,75,12.75,1517043600,87.03,77,56,7.76,1517043600,1517464800,80.60650000000001,82.7,56.9,7.4545
351,tabiauea,ki,"{'lon': 173.027965, 'lat': 0.9182079999999999}",0,0.92,173.03,1517040000,80.6,88,40,17.22,1517043600,82.59,98,76,15.37,1517043600,1517464800,81.65625,99.675,52.9,16.7715
352,half moon bay,us,"{'lon': -122.428589, 'lat': 37.463551}",5354943,37.46,-122.43,1517042100,44.42,93,1,5.64,1517097600,55.97,80,0,10.31,1517043600,1517464800,52.505250000000004,90.575,23.9,7.0455
353,raglan,nz,"{'lon': 174.883331, 'lat': -37.799999}",2183854,-37.8,174.88,1517042626,72.74,90,76,6.76,1517097600,74.64,87,0,3.89,1517043600,1517464800,72.42375,87.125,19.1,13.169
354,kirovsk,ru,"{'lon': 33.672741, 'lat': 67.614754}",548391,67.61,33.67,1517042627,8.84,83,8,2.06,1517086800,11.42,99,76,2.24,1517043600,1517464800,2.18725,78.65,44.8,2.1575
356,vaitupu,wf,"{'lon': -176.1917035, 'lat': -13.2308863}",0,-13.23,-176.19,1517042628,81.92,100,48,11.68,1517130000,83.26,100,48,9.75,1517043600,1517464800,82.97825,99.95,60.4,9.680000000000001
357,bradford,us,"{'lon': -88.810059, 'lat': 36.07645}",4608147,36.08,-88.81,1517040900,53.62,50,90,10.29,1517065200,55.06,85,92,17.02,1517043600,1517464800,39.14125,72.175,32.1,10.5275
362,lincoln,us,"{'lon': -96.666962, 'lat': 40.799999}",5072006,40.8,-96.67,1517040900,31.28,80,1,8.66,1517086800,46.7,47,0,9.8,1517043600,1517464800,28.400249999999993,63.85,32.3,9.921
375,tadine,nc,"{'lon': 167.883331, 'lat': -21.549999}",2138285,-21.55,167.88,1517042630,80.61,95,88,9.78,1517097600,81.39,95,88,7.36,1517043600,1517464800,80.07725,95.55,67.5,17.9215
376,abatskoye,ru,"{'lon': 70.455528, 'lat': 56.287479}",1512210,56.29,70.46,1517042631,-2.87,76,68,16.49,1517130000,13.33,84,68,14.0,1517043600,1517464800,2.1747500000000004,72.95,27.9,12.0995
377,lasa,cn,"{'lon': 91.140552, 'lat': 29.65483799999999}",0,29.65,91.14,1517042631,32.28,9,0,4.97,1517130000,40.65,9,0,4.38,1517043600,1517464800,29.46725,18.0,0.0,4.06875
378,byron bay,au,"{'lon': 153.616669, 'lat': -28.65}",2172880,-28.65,153.62,1517040000,80.6,69,40,11.41,1517043600,79.2,95,88,10.45,1517043600,1517464800,74.78925,99.175,74.0,12.12825
379,charyshskoye,ru,"{'lon': 83.559799, 'lat': 51.3978}",1508427,51.4,83.56,1517042683,-15.42,67,0,3.96,1517130000,-7.69,61,0,3.49,1517043600,1517464800,-7.96575,47.025,24.0,4.66975
380,muros,es,"{'lon': -9.05934, 'lat': 42.775372}",6357322,42.78,-9.06,1517040000,39.2,100,40,4.97,1517097600,53.49,99,12,10.87,1517043600,1517464800,51.4895,93.05,11.9,7.499
382,souillac,mu,"{'lon': 57.51667, 'lat': -20.51667}",933995,-20.52,57.52,1517040000,86.0,70,75,12.75,1517043600,87.03,77,56,7.76,1517043600,1517464800,80.60650000000001,82.7,56.9,7.4545
383,tumkur,in,"{'lon': 77.101669, 'lat': 13.34222}",1254089,13.34,77.1,1517041800,78.8,34,0,3.36,1517043600,82.35,47,0,4.52,1517043600,1517464800,68.934,61.375,3.6,6.968000000000001
384,thurso,gb,"{'lon': -3.5259400000000003, 'lat': 58.592709}",2635881,58.59,-3.53,1517041200,43.75,93,92,18.34,1517054400,47.41,93,36,35.48,1517043600,1517464800,44.49425,97.125,73.8,29.338
385,doctor pedro p. pena,py,"{'lon': -62.34999999999999, 'lat': -22.45}",0,-22.45,-62.35,1517042686,72.74,98,88,7.65,1517076000,84.46,89,80,6.22,1517043600,1517464800,74.64475,97.85,88.1,9.5125
386,marcona,pe,"{'lon': -75.0844757, 'lat': -15.3439659}",0,-15.34,-75.08,1517042687,65.81,94,56,8.43,1517076000,69.34,87,0,12.15,1517043600,1517464800,67.23175,91.675,34.1,8.730500000000001
387,east wenatchee bench,us,"{'lon': -120.281181, 'lat': 47.425678}",5793272,47.43,-120.28,1517039700,32.2,92,90,3.36,1517097600,36.17,76,12,6.24,1517043600,1517464800,30.5745,81.025,30.5,4.5985
388,pomabamba,pe,"{'lon': -77.466667, 'lat': -8.83333}",3693468,-8.83,-77.47,1517042688,28.46,75,0,1.5,1517076000,65.24,29,56,2.42,1517043600,1517464800,47.210249999999995,75.85,41.7,1.6995
389,grindavik,is,"{'lon': -22.43375, 'lat': 63.8424}",3416888,63.84,-22.43,1517040000,36.55,100,90,2.24,1517086800,41.21,100,36,14.27,1517043600,1517464800,37.748749999999994,100.0,49.9,14.602999999999998
390,bontang,id,"{'lon': 117.5, 'lat': 0.13333}",1648186,0.13,117.5,1517042690,85.61,90,20,4.29,1517043600,87.37,90,20,4.29,1517043600,1517464800,82.10475,97.15,35.6,7.4275
391,taraz,kz,"{'lon': 71.366669, 'lat': 42.900002}",1516905,42.9,71.37,1517040000,-13.01,75,75,6.71,1517043600,-9.71,85,36,4.63,1517043600,1517464800,-10.15175,60.175,24.7,2.902
392,waddan,ly,"{'lon': 16.13904, 'lat': 29.1614}",2209055,29.16,16.14,1517042691,52.44,69,0,6.42,1517054400,73.6,46,0,9.64,1517043600,1517464800,48.169000000000004,69.55,14.6,5.51875
393,port hardy,ca,"{'lon': -127.419853, 'lat': 50.699619}",6111862,50.7,-127.42,1517040000,39.2,80,90,21.92,1517043600,39.47,82,80,10.45,1517043600,1517464800,38.398999999999994,98.15,83.7,7.46875
394,los llanos de aridane,es,"{'lon': -17.918209, 'lat': 28.65851}",2514651,28.66,-17.92,1517041800,60.8,67,75,18.34,1517065200,65.74,98,0,20.38,1517043600,1517464800,62.5835,99.95,51.7,17.75625
395,mount isa,au,"{'lon': 139.5, 'lat': -20.73333}",2065594,-20.73,139.5,1517040000,95.0,32,64,10.29,1517119200,97.76,31,12,10.78,1517043600,1517464800,87.78225,50.175,39.2,7.6659999999999995
397,puerto del rosario,es,"{'lon': -13.95599, 'lat': 28.51045}",6360187,28.51,-13.96,1517041800,60.8,55,20,24.16,1517054400,64.06,87,0,29.33,1517043600,1517464800,60.439499999999995,97.0,47.5,18.59725
399,limoges,fr,"{'lon': 1.2626, 'lat': 45.834300999999996}",6451740,45.83,1.26,1517041800,35.6,100,90,6.93,1517065200,46.31,98,0,7.63,1517043600,1517464800,39.311749999999996,93.75,41.3,5.122
401,morondava,mg,"{'lon': 44.283329, 'lat': -20.283331}",1058381,-20.28,44.28,1517042695,86.69,76,64,9.22,1517043600,89.92,76,64,9.22,1517043600,1517464800,81.80825,90.75,15.8,5.000249999999999
402,komsomolskiy,ru,"{'lon': 46.698521, 'lat': 43.978329}",545728,43.98,46.7,1517042695,30.44,100,92,2.51,1517130000,36.55,92,0,23.85,1517043600,1517464800,33.5375,90.55,47.3,11.983500000000001
403,paltinis,ro,"{'lon': 26.65, 'lat': 48.216671}",671427,48.22,26.65,1517041800,22.01,92,90,2.24,1517130000,29.67,100,44,4.38,1517043600,1517464800,31.3245,87.85,44.9,6.445749999999999
405,buta,cd,"{'lon': 24.72998, 'lat': 2.78582}",217570,2.79,24.73,1517042697,82.5,46,0,4.97,1517054400,101.32,25,0,5.17,1517043600,1517464800,82.49000000000001,39.1,1.3,4.95025
406,synya,ru,"{'lon': 58.038738, 'lat': 65.371849}",485215,65.37,58.04,1517042464,25.62,86,88,14.81,1517054400,26.74,85,88,14.12,1517043600,1517464800,15.519,82.6,71.7,6.425
407,moranbah,au,"{'lon': 148.046616, 'lat': -22.001631}",6533368,-22.0,148.05,1517042698,88.8,36,8,15.7,1517119200,94.34,35,0,15.7,1517043600,1517464800,83.10774999999998,55.375,8.8,8.995999999999999
408,nantucket,us,"{'lon': -70.099457, 'lat': 41.283459}",4944903,41.28,-70.1,1517040900,30.22,69,1,10.29,1517108400,43.78,77,88,25.1,1517043600,1517464800,36.689,92.625,57.2,20.180500000000002
409,homer,us,"{'lon': -98.797577, 'lat': 38.869461}",4273134,38.87,-98.8,1517039760,27.16,79,1,9.17,1517086800,50.75,30,0,9.73,1517043600,1517464800,35.239250000000006,49.425,18.7,8.666
416,prince george,ca,"{'lon': -122.753014, 'lat': 53.916599}",6113365,53.92,-122.75,1517040000,14.0,100,90,5.82,1517086800,13.49,69,76,3.2,1517043600,1517464800,9.31775,77.975,61.7,2.3765
417,georgetown,sh,"{'lon': -14.41667, 'lat': -7.93333}",2411397,-7.93,-14.42,1517042700,77.46,100,64,15.59,1517086800,78.02,100,12,13.94,1517043600,1517464800,77.31500000000001,100.0,70.7,14.825999999999999
418,laguna,br,"{'lon': -48.78083, 'lat': -28.4825}",3459094,-28.48,-48.78,1517042701,71.25,100,76,6.98,1517097600,75.27,95,92,17.69,1517043600,1517464800,74.26575,96.45,62.1,13.6495
419,brownsville,us,"{'lon': -72.470917, 'lat': 43.468681}",5234282,43.47,-72.47,1517042100,12.27,92,1,3.62,1517130000,43.17,96,92,6.73,1517043600,1517464800,25.81975,69.0,45.6,4.07425
427,lithakia,gr,"{'lon': 20.83333, 'lat': 37.716671}",258241,37.72,20.83,1517041200,49.51,66,20,5.19,1517065200,55.69,100,0,5.61,1517043600,1517464800,53.90749999999999,100.0,16.2,6.6345
428,ust-karsk,ru,"{'lon': 118.807701, 'lat': 52.701099}",2013942,52.7,118.81,1517042754,-20.19,54,32,2.51,1517119200,-8.85,46,12,4.23,1517043600,1517464800,-21.341999999999995,41.775,15.2,2.665
429,termini imerese,it,"{'lon': 13.69555, 'lat': 37.98365}",6539140,37.98,13.7,1517041200,55.4,66,0,1.12,1517043600,62.51,89,36,3.96,1517043600,1517464800,40.613,94.225,14.3,2.09875
431,luderitz,na,"{'lon': 15.15944, 'lat': -26.64806}",3355672,-26.65,15.16,1517042755,68.87,66,0,19.84,1517054400,76.5,58,0,24.29,1517043600,1517464800,65.29324999999999,77.125,16.4,15.029750000000002
432,alofi,nu,"{'lon': -169.918671, 'lat': -19.059521}",4036284,-19.06,-169.92,1517040000,77.0,94,88,6.93,1517108400,80.45,100,100,13.09,1517043600,1517464800,78.94000000000001,99.25,89.0,14.928249999999997
433,sabratah,ly,"{'lon': 12.48845, 'lat': 32.79335}",2212771,32.79,12.49,1517042756,60.41,100,20,15.37,1517065200,66.22,88,56,8.75,1517043600,1517464800,59.3725,99.075,20.3,10.629000000000001
434,yar-sale,ru,"{'lon': 70.833328, 'lat': 66.833328}",1486321,66.83,70.83,1517042757,20.85,89,88,25.66,1517054400,23.45,88,88,25.52,1517043600,1517464800,9.7135,85.35,29.2,14.589249999999998
435,clyde river,ca,"{'lon': -68.591431, 'lat': 70.469162}",5924351,70.47,-68.59,1517040000,-32.81,73,1,4.7,1517130000,-23.57,100,44,7.96,1517043600,1517464800,-29.69225,79.625,24.1,5.8925
436,mount gambier,au,"{'lon': 140.781906, 'lat': -37.824692}",7839440,-37.82,140.78,1517042758,84.44,57,0,3.18,1517119200,99.42,32,0,3.78,1517043600,1517464800,67.397,71.375,60.9,6.15075
438,halifax,ca,"{'lon': -63.572392, 'lat': 44.645329}",6324729,44.65,-63.57,1517040000,10.4,78,5,5.82,1517119200,41.82,81,92,24.7,1517043600,1517464800,28.983749999999997,95.55,61.3,19.7425
440,chicama,pe,"{'lon': -79.146942, 'lat': -7.84472}",3698359,-7.84,-79.15,1517040000,68.0,94,75,9.17,1517076000,77.16,83,0,4.65,1517043600,1517464800,70.229,87.15,16.5,3.193
441,owando,cg,"{'lon': 15.89988, 'lat': -0.48193}",2255542,-0.48,15.9,1517042760,81.42,71,44,4.41,1517054400,93.87,63,12,4.05,1517043600,1517464800,81.34299999999999,68.125,35.1,4.985
442,isla mujeres,mx,"{'lon': -86.731049, 'lat': 21.23114}",3526756,21.23,-86.73,1517038980,77.0,78,90,13.87,1517086800,78.38,83,80,12.08,1517043600,1517464800,73.83250000000001,91.2,62.1,10.22775
443,huancabamba,pe,"{'lon': -79.450562, 'lat': -5.23861}",3696466,-5.24,-79.45,1517042761,53.66,95,36,1.28,1517076000,74.78,51,20,2.08,1517043600,1517464800,60.84425,80.4,48.7,1.28675
444,vilcun,cl,"{'lon': -72.23333, 'lat': -38.650002}",3868210,-38.65,-72.23,1517042762,36.06,82,0,2.17,1517076000,67.72,49,0,4.65,1517043600,1517464800,55.382999999999996,69.2,5.2,3.7982500000000003
445,dingle,ie,"{'lon': -10.26889, 'lat': 52.140831}",2964782,52.14,-10.27,1517042763,51.72,90,92,24.09,1517043600,51.96,90,92,24.09,1517043600,1517464800,48.8755,94.225,86.1,20.701249999999998
446,yemelyanovo,ru,"{'lon': 92.676666, 'lat': 56.16806}",1486031,56.17,92.68,1517040000,-13.01,62,0,2.24,1517119200,1.91,58,76,12.35,1517043600,1517464800,-2.9147499999999997,66.175,53.4,7.596500000000001
447,fredericton,ca,"{'lon': -66.665581, 'lat': 45.945412}",5957776,45.95,-66.67,1517040000,0.57,91,20,2.73,1517130000,36.24,94,92,9.86,1517043600,1517464800,17.07975,66.075,39.8,6.7495
448,tiksi,ru,"{'lon': 128.869446, 'lat': 71.687218}",2015306,71.69,128.87,1517042765,-28.11,44,32,2.17,1517065200,-25.86,40,32,2.71,1517043600,1517464800,-28.5865,37.775,32.7,4.917
449,olenegorsk,ru,"{'lon': 33.299999, 'lat': 68.150002}",515698,68.15,33.3,1517042765,12.48,84,48,2.73,1517054400,16.68,83,64,2.59,1517043600,1517464800,6.2905,82.9,58.7,2.6717500000000003
450,gorno-chuyskiy,ru,"{'lon': 111.7274595, 'lat': 57.63204529999999}",0,57.63,111.73,1517042766,-14.61,60,68,6.87,1517130000,-8.86,60,80,5.61,1517043600,1517464800,-8.419749999999999,58.975,61.2,5.3785
451,coihueco,cl,"{'lon': -71.833328, 'lat': -36.616669}",3894406,-36.62,-71.83,1517040000,53.6,81,0,9.17,1517086800,80.36,26,0,13.15,1517043600,1517464800,68.88924999999999,47.175,0.0,12.26825
452,port hawkesbury,ca,"{'lon': -61.34853, 'lat': 45.616852}",6111867,45.62,-61.35,1517041860,12.2,78,20,5.82,1517130000,40.2,85,92,12.66,1517043600,1517464800,27.7505,95.35,64.3,13.626749999999998
453,miami,us,"{'lon': -80.193657, 'lat': 25.774269}",4164138,25.77,-80.19,1517039760,71.15,68,75,16.11,1517076000,78.31,61,80,19.86,1517043600,1517464800,68.68775000000001,84.25,63.3,14.68725
457,iklad,hu,"{'lon': 19.4361, 'lat': 47.66534}",3051187,47.67,19.44,1517041800,33.8,86,8,4.7,1517054400,46.04,100,8,4.5,1517043600,1517464800,38.55225,92.425,37.4,7.7075000000000005
458,smithers,ca,"{'lon': -127.174278, 'lat': 54.780361}",6149996,54.78,-127.17,1517040000,23.0,85,90,3.36,1517043600,20.97,84,68,2.17,1517043600,1517464800,15.463,82.15,65.1,2.2865
459,lisakovsk,kz,"{'lon': 62.49361, 'lat': 52.536942}",1521315,52.54,62.49,1517042770,-2.91,76,0,6.42,1517130000,8.74,80,0,11.65,1517043600,1517464800,-4.579000000000001,61.6,13.7,8.5085
460,roseburg,us,"{'lon': -123.341743, 'lat': 43.216499}",5749352,43.22,-123.34,1517039580,48.2,57,90,14.99,1517076000,52.63,97,92,6.44,1517043600,1517464800,46.7025,92.85,77.5,3.37025
461,svetlyy,ru,"{'lon': 45.626671, 'lat': 51.670559}",831137,51.67,45.63,1517040000,1.4,70,0,6.71,1517054400,4.15,76,0,9.75,1517043600,1517464800,13.966249999999999,85.075,56.4,12.55575
466,tarudant,ma,"{'lon': -8.8748765, 'lat': 30.4727126}",0,30.47,-8.87,1517041800,44.6,87,0,3.36,1517065200,62.96,50,0,0.69,1517043600,1517464800,40.93925,82.475,63.6,4.25875
467,odweyne,so,"{'lon': 45.06299019999999, 'lat': 9.410198200000002}",0,9.41,45.06,1517042823,76.07,35,0,12.68,1517043600,88.05,35,0,12.68,1517043600,1517464800,61.05550000000001,66.775,2.5,8.087250000000001
468,stykkisholmur,is,"{'lon': -22.72967, 'lat': 65.075729}",3412888,65.08,-22.73,1517042824,31.65,99,92,4.74,1517086800,34.95,99,88,8.84,1517043600,1517464800,30.0525,98.75,51.9,8.64125
469,koungou,yt,"{'lon': 45.20591, 'lat': -12.73513}",7521430,-12.74,45.21,1517040000,86.0,74,40,6.93,1517043600,85.77,100,76,7.65,1517043600,1517464800,81.615,99.7,56.6,6.667750000000001
471,demirci,tr,"{'lon': 28.65889, 'lat': 39.04607}",317241,39.05,28.66,1517042825,33.63,68,0,3.29,1517054400,54.39,68,0,2.26,1517043600,1517464800,30.540499999999998,72.1,0.4,2.74825
472,hukuntsi,bw,"{'lon': 21.75, 'lat': -24}",933726,-24.0,21.75,1517042826,89.84,33,0,13.69,1517054400,102.92,27,24,10.2,1517043600,1517464800,75.119,66.825,57.4,8.5835
473,bamiantong,cn,"{'lon': 130.533325, 'lat': 44.933331}",2038482,44.93,130.53,1517042827,1.95,57,0,9.44,1517043600,1.95,57,0,9.44,1517043600,1517464800,-4.366750000000001,55.25,22.1,6.495749999999999
474,kailua,us,"{'lon': -157.739441, 'lat': 21.40222}",5847486,21.4,-157.74,1517039820,73.81,83,75,4.29,1517086800,77.7,72,44,2.75,1517043600,1517464800,70.62025,86.875,42.4,4.45275
475,talawdi,sd,"{'lon': 30.3839017, 'lat': 10.6377926}",0,10.64,30.38,1517042828,73.46,47,0,16.71,1517054400,88.09,41,0,13.67,1517043600,1517464800,70.34049999999999,40.025,0.4,12.702250000000001
476,cockburn town,tc,"{'lon': -71.141876, 'lat': 21.46122}",3576994,21.46,-71.14,1517042704,74.76,100,88,35.84,1517108400,77.8,100,56,34.83,1517043600,1517464800,77.63775,98.775,37.7,23.51225
477,arraial do cabo,br,"{'lon': -42.027779, 'lat': -22.96611}",3471451,-22.97,-42.03,1517040000,77.0,78,75,4.7,1517076000,78.01,93,68,11.59,1517043600,1517464800,75.38975,96.55,58.3,8.547500000000001
478,narrabri,au,"{'lon': 149.602417, 'lat': -30.327789}",7839755,-30.33,149.6,1517042830,85.34,53,44,4.74,1517043600,85.34,53,44,4.74,1517043600,1517464800,76.257,61.1,31.6,9.26425
480,ketchikan,us,"{'lon': -131.646103, 'lat': 55.34222}",5554428,55.34,-131.65,1517040960,33.8,100,90,3.36,1517043600,32.49,100,32,6.64,1517043600,1517464800,33.492,100.0,67.5,8.64
481,acari,pe,"{'lon': -74.615829, 'lat': -15.43111}",3948613,-15.43,-74.62,1517042831,57.75,89,76,0.83,1517076000,77.8,52,8,3.76,1517043600,1517464800,64.72999999999999,72.525,21.2,2.4582500000000005
482,tsihombe,mg,"{'lon': 45.48630929999999, 'lat': -25.3168473}",0,-25.32,45.49,1517042832,92.31,42,0,8.66,1517054400,99.81,36,0,11.1,1517043600,1517464800,79.95975000000001,75.3,34.9,7.4235
483,phan rang,vn,"{'lon': 108.9912066, 'lat': 11.5825677}",0,11.58,108.99,1517042832,78.77,86,24,20.51,1517119200,78.9,87,12,15.08,1517043600,1517464800,76.626,89.975,18.9,23.07725
